quantity,waterpoint_type,extraction_type_class,construction_year,payment,water_quality,source,gps_height,longitude,latitude,population,management,funder,installer,date_recorded,permit,public_meeting,amount_tsh,status_group
dry,communal standpipe,handpump,,pay per bucket,soft,spring,,30.5478495,-2.59522544,,vwc,danida,ded,2011-07-26,False,True,,non functional
insufficient,communal standpipe,gravity,2000.0,pay per bucket,salty,machine dbh,50.0,38.9812609,-5.34938907,25.0,private operator,private individual,dwe,2011-03-03,False,False,40.0,functional
insufficient,hand pump,handpump,1986.0,never pay,soft,machine dbh,1483.0,32.07187213,-8.69108608,40.0,vwc,rudep,dwe,2011-08-17,False,True,,functional
enough,communal standpipe,gravity,1974.0,never pay,soft,spring,981.0,35.8412191,-3.95575696,185.0,vwc,government of tanzania,dwe,2013-03-06,True,True,,non functional
insufficient,improved spring,gravity,,never pay,soft,spring,,31.85471007,-1.17070774,,vwc,world vision,citizen engine,2011-07-27,True,True,,non functional
enough,communal standpipe,gravity,2008.0,pay per bucket,soft,spring,1391.0,37.44413083,-3.320584,30.0,water board,ces(gmbh),dwe,2013-06-03,True,True,6.0,functional
insufficient,improved spring,gravity,2001.0,,coloured,spring,1272.0,30.55204209,-3.59634485,200.0,vwc,unhcr,twesa,2013-02-06,False,True,,functional
enough,communal standpipe,gravity,2009.0,,soft,spring,1471.0,36.88014603,-3.19467375,190.0,wug,oikos e.afrika,oikos e .africa,2013-08-03,True,True,,functional
insufficient,communal standpipe multiple,other,1974.0,never pay,soft,lake,1191.0,32.93088996,-1.99011028,350.0,vwc,government of tanzania,rwe,2011-07-24,True,True,,non functional
insufficient,communal standpipe multiple,motorpump,,never pay,salty,machine dbh,,35.39538509,-5.66348588,,vwc,world bank,dwe,2011-03-15,False,True,,functional
enough,communal standpipe,motorpump,2005.0,pay per bucket,soft,river,-6.0,38.86023668,-6.5604689,5.0,private operator,private,da,2011-02-24,True,False,50.0,functional
enough,communal standpipe multiple,other,,never pay,soft,machine dbh,,33.12228278,-3.68582617,,vwc,world bank,world bank,2012-10-12,True,True,,non functional
enough,communal standpipe,gravity,1985.0,never pay,soft,machine dbh,-18.0,39.05957651,-5.29195863,65.0,vwc,government of tanzania,dwe,2011-03-05,True,True,1000.0,functional
enough,other,other,,never pay,soft,other,,,-2e-08,,wug,wvt,wvt,2013-01-30,False,False,,non functional
enough,communal standpipe,gravity,,pay monthly,soft,river,,33.54263725,-8.93155934,,wug,village council,village council,2011-04-02,True,True,,functional needs repair
enough,communal standpipe,gravity,1995.0,never pay,soft,river,1322.0,35.85613713,-4.27399053,240.0,vwc,government of tanzania,dwe,2013-02-20,True,True,,non functional
insufficient,communal standpipe,submersible,1985.0,never pay,soft,machine dbh,285.0,36.85924925,-7.95526658,300.0,vwc,government of tanzania,rwe,2011-03-21,True,True,,functional
enough,communal standpipe,submersible,2008.0,pay per bucket,soft,machine dbh,-11.0,38.99029623,-7.94999846,1.0,private operator,private,priva,2011-02-26,True,False,20.0,functional
enough,hand pump,handpump,2005.0,pay monthly,soft,machine dbh,834.0,29.74735249,-4.90036376,1500.0,parastatal,tacare,dwe,2013-01-28,True,True,600.0,functional
insufficient,hand pump,rope pump,1997.0,never pay,soft,shallow well,1480.0,34.60028286,-1.77185353,250.0,wug,hesawa,hesawa,2012-10-27,,True,,non functional
enough,other,other,1989.0,,,machine dbh,1636.0,31.09416464,-7.62870131,1.0,vwc,no,dwe,2011-07-18,False,False,,non functional
enough,communal standpipe,gravity,1988.0,never pay,soft,river,362.0,37.58862955,-6.14355093,50.0,vwc,dhv,dwe,2011-03-15,False,True,,non functional
enough,other,submersible,2009.0,,salty,machine dbh,1420.0,34.72253094,-2.37592273,300.0,other,serena,serena,2013-03-19,,,,functional
seasonal,hand pump,handpump,,never pay,soft,shallow well,,33.2350056,-4.21887442,,vwc,world vision,world vision,2013-02-14,False,False,,functional
enough,communal standpipe,motorpump,2012.0,never pay,soft,machine dbh,1973.0,35.36893191,-1.95778896,125.0,vwc,obc,george mtoto,2013-03-17,False,True,,functional
enough,communal standpipe,gravity,2009.0,pay monthly,soft,river,1245.0,30.21917198,-4.55230003,420.0,water board,red cross,red cross,2013-02-19,True,True,250.0,non functional
insufficient,hand pump,handpump,1990.0,never pay,soft,shallow well,1575.0,34.84562534,-5.00040808,1.0,vwc,,,2013-01-28,,True,,functional
dry,communal standpipe,other,,never pay,soft,spring,,32.83644219,-4.86868727,,vwc,tabora municipal council,mwe,2012-12-13,True,False,,non functional
enough,communal standpipe,submersible,1975.0,never pay,soft,machine dbh,1646.0,29.81675195,-4.46054335,980.0,vwc,world bank,world bank,2013-02-03,True,True,,non functional
insufficient,communal standpipe,motorpump,1989.0,pay per bucket,soft,river,45.0,38.77903161,-6.64282186,1.0,private operator,kibaha town council,dwe,2011-03-19,True,True,50.0,functional
insufficient,communal standpipe,gravity,,never pay,soft,river,,33.65948332,-9.33841583,,vwc,,,2011-07-30,,True,,functional needs repair
enough,communal standpipe multiple,gravity,2009.0,pay monthly,soft,river,831.0,29.73691536,-4.84086916,165.0,vwc,isf,dwe,2013-01-27,True,True,600.0,functional needs repair
enough,communal standpipe,gravity,1987.0,pay monthly,soft,river,1375.0,34.62946332,-8.82010129,53.0,wua,wananchi,wananchi,2011-03-28,True,True,500.0,functional
enough,communal standpipe,gravity,2003.0,pay annually,soft,river,1955.0,35.88312598,-8.22626873,100.0,vwc,cefa,cefa,2011-02-20,True,True,4000.0,functional
insufficient,communal standpipe multiple,other,1982.0,never pay,soft,lake,1290.0,32.99787276,-2.0726322,400.0,vwc,government of tanzania,rwe,2011-07-27,True,True,,non functional
dry,communal standpipe,gravity,1993.0,,soft,spring,1583.0,34.94347899,-10.9874172,80.0,vwc,danida,danida,2013-02-27,True,,,non functional
seasonal,hand pump,handpump,,never pay,salty,machine dbh,,32.73507408,-5.17853298,,vwc,tahea,tahea,2012-11-05,True,True,,non functional
insufficient,other,gravity,1972.0,pay monthly,soft,spring,870.0,37.57785112,-3.70096616,60.0,vwc,government of tanzania,central govt,2013-03-08,False,True,300.0,non functional
enough,communal standpipe,gravity,,pay monthly,soft,spring,,33.52981874,-9.29904665,,vwc,,,2011-08-01,,True,,functional needs repair
insufficient,hand pump,handpump,1988.0,pay annually,soft,machine dbh,1161.0,32.47898635,-6.73770661,150.0,vwc,rudep,distri,2013-01-30,True,True,5000.0,non functional
enough,communal standpipe,gravity,,pay monthly,soft,dam,,33.88184113,-3.17594843,,vwc,world vision,world vision,2012-11-04,False,True,,non functional
enough,other,gravity,,never pay,soft,spring,,30.48313691,-2.62128637,,vwc,concern,twesa,2011-07-31,False,True,,functional
enough,communal standpipe,gravity,2009.0,pay monthly,soft,river,1986.0,34.61555373,-9.2323213,10.0,water board,secondary,secondary,2011-03-24,True,True,5000.0,functional
enough,hand pump,handpump,,never pay,soft,shallow well,,33.10450197,-2.43044385,,vwc,redep,dwe,2011-07-31,True,True,,non functional
dry,other,other,1990.0,pay monthly,soft,shallow well,1091.0,35.60805057,-10.54214305,,vwc,danida,dwe,2013-02-14,True,True,1000.0,non functional
enough,hand pump,handpump,1981.0,never pay,soft,shallow well,1049.0,38.30166054,-4.853268900000001,1.0,vwc,government of tanzania,dwe,2011-04-04,True,True,,functional
insufficient,hand pump,handpump,,never pay,soft,shallow well,,33.71098896,-2.6968013,,vwc,hesawa,dwe,2011-08-26,True,True,,functional
enough,hand pump,handpump,2009.0,never pay,soft,machine dbh,1909.0,35.65807983,-8.15414594,200.0,vwc,idydc,idydc,2011-02-18,True,True,,non functional
dry,hand pump,handpump,2011.0,never pay,soft,machine dbh,1829.0,31.51692756,-7.83932345,890.0,vwc,sumbawanga munici,sumbaw,2013-02-01,True,True,,non functional
enough,communal standpipe,gravity,,never pay,soft,spring,,31.17465846,-1.58169261,,vwc,oxfarm,dwe,2011-07-08,True,True,,functional
enough,communal standpipe multiple,gravity,2010.0,never pay,soft,spring,2012.0,35.41091291,-4.22452859,195.0,water board,government of tanzania,dwe,2013-02-27,True,True,,functional needs repair
enough,communal standpipe,gravity,2008.0,pay monthly,soft,spring,1689.0,34.74371969,-8.98348466,250.0,vwc,adb,dwe,2011-12-03,False,True,500.0,functional
dry,hand pump,handpump,,never pay,soft,hand dtw,,33.86606318,-9.59206914,,water authority,tasaf,dwe,2011-10-07,True,True,,non functional
insufficient,communal standpipe,submersible,2009.0,pay per bucket,salty,machine dbh,64.0,38.66373927,-5.80565836,30.0,private operator,mashaka,dwe,2011-03-09,False,False,20.0,non functional
enough,communal standpipe multiple,motorpump,1978.0,never pay,soft,machine dbh,911.0,34.94031186,-5.9916952000000006,300.0,vwc,ministry of water,wizara ya maji,2013-01-16,False,False,,non functional
enough,hand pump,handpump,,other,soft,shallow well,,33.87579194,-3.32650728,,wug,world vision,world vision,2012-10-12,False,True,,functional
enough,hand pump,handpump,,pay when scheme fails,soft,shallow well,,33.01190731,-9.26229144,,vwc,kkkt,kkkt,2011-07-08,False,True,,non functional
enough,communal standpipe,gravity,2009.0,pay annually,soft,spring,1848.0,35.93580692,-8.28506602,30.0,vwc,anglican church,angli,2011-02-25,True,True,2000.0,functional
dry,other,motorpump,,pay per bucket,soft,machine dbh,,35.94435852,-6.14000008,,vwc,government of tanzania,dwe,2011-04-09,False,True,,non functional
insufficient,other,other,2009.0,never pay,salty,other,379.0,37.44185939,-6.30507831,1.0,private operator,african,kuwait,2011-02-25,True,True,,functional
enough,communal standpipe,gravity,,never pay,soft,river,,33.75944294,-9.17437335,,vwc,,,2011-07-18,,True,,functional needs repair
insufficient,communal standpipe,gravity,2007.0,pay monthly,soft,spring,1471.0,37.64977376,-3.67477878,27.0,vwc,district council,district council,2013-03-05,False,True,300.0,functional
dry,communal standpipe,gravity,,never pay,soft,rainwater harvesting,,34.25291017,-3.83441362,,parastatal,government of tanzania,dwe,2012-10-07,True,True,,non functional
insufficient,communal standpipe,gravity,2002.0,never pay,soft,spring,1202.0,38.01140422,-4.26262629,500.0,vwc,kalitasi,kalitasi,2013-02-18,True,True,,non functional
enough,hand pump,handpump,2004.0,pay when scheme fails,soft,machine dbh,1317.0,34.59511577,-4.51584547,547.0,vwc,tcrs,tcrs,2013-02-13,True,True,1000.0,functional
dry,hand pump,rope pump,2003.0,never pay,soft,hand dtw,1816.0,34.77299859,-9.12394772,350.0,wua,shipo,shipo,2011-04-16,True,True,,non functional
enough,hand pump,handpump,2010.0,pay when scheme fails,soft,hand dtw,1579.0,34.94687504,-8.82346026,120.0,vwc,kkkt,villagers,2011-07-03,False,True,500.0,functional
enough,communal standpipe,gravity,2007.0,pay per bucket,soft,river,999.0,37.2861187,-3.31207497,50.0,water board,ces (gmbh),dwe,2013-03-30,True,True,5.0,functional
enough,communal standpipe multiple,submersible,2012.0,,soft,machine dbh,583.0,39.29616985,-10.77970326,1.0,vwc,world bank,nandra construction,2013-01-29,False,True,,non functional
enough,communal standpipe,gravity,1978.0,never pay,soft,river,73.0,38.72004915,-6.93354168,800.0,vwc,government of tanzania,ddca,2011-02-23,True,True,,non functional
dry,communal standpipe,gravity,2011.0,never pay,soft,spring,746.0,35.47612427,-7.462535400000001,1.0,vwc,anglican church,angli,2011-03-11,True,True,,non functional
enough,hand pump,handpump,,pay per bucket,soft,shallow well,,35.33001742,-6.4268492,,vwc,world bank,gove,2011-03-10,True,True,,non functional
enough,improved spring,gravity,,never pay,soft,spring,,31.610335600000003,-1.82069192,,vwc,he,he,2011-07-13,True,True,,non functional
enough,communal standpipe,gravity,,never pay,soft,spring,,33.64131261,-9.2247244,,vwc,,,2011-07-21,,,,functional
enough,hand pump,handpump,1998.0,,soft,hand dtw,1211.0,31.00191342,-3.23270803,350.0,vwc,government of tanzania,dwe,2013-02-12,False,True,,functional
insufficient,communal standpipe,gravity,1978.0,pay monthly,soft,river,1560.0,34.59889862,-9.01779479,65.0,wua,unicef,dwe,2011-10-04,True,True,500.0,functional
enough,communal standpipe,gravity,1974.0,never pay,soft,spring,1288.0,37.62235607,-3.16347848,1.0,company,government of tanzania,district council,2013-02-16,True,True,,non functional
enough,communal standpipe,gravity,,pay when scheme fails,soft,river,,33.36564309,-8.87791995,,wug,danida,village council,2011-03-30,True,True,,functional
enough,hand pump,handpump,,pay when scheme fails,soft,shallow well,,32.98783704,-4.19557335,,vwc,world vision,consuting engineer,2012-10-18,False,True,,functional
seasonal,communal standpipe,gravity,1978.0,never pay,soft,river,965.0,35.86826223,-10.53739346,180.0,vwc,ministry of water,dwe,2013-02-20,True,True,,functional
enough,communal standpipe,gravity,2000.0,pay per bucket,soft,spring,1080.0,36.65346671,-3.56284015,150.0,vwc,government of tanzania,dwe,2013-06-04,True,True,10.0,functional
enough,communal standpipe,gravity,1996.0,,soft,spring,1131.0,37.13782155,-4.07663317,250.0,vwc,dwe,dwe,2013-02-15,True,True,,non functional
seasonal,other,other,,never pay,soft,shallow well,,35.74976325,-6.33428238,,vwc,water,commu,2011-04-01,False,True,,non functional
insufficient,communal standpipe multiple,motorpump,,pay per bucket,soft,machine dbh,,36.16197204,-5.56976213,,vwc,bsf,bsf,2011-03-19,True,True,,functional
enough,communal standpipe,gravity,2004.0,never pay,soft,spring,369.0,38.39342501,-4.5071737,1.0,vwc,government of tanzania,dwe,2011-03-06,True,True,,functional
insufficient,other,other,1984.0,,soft,shallow well,84.0,40.22135458,-10.51370241,1000.0,vwc,fini water,fini water,2013-02-17,True,True,,non functional
enough,communal standpipe,gravity,1988.0,,soft,other,1337.0,30.72622082,-3.631311,350.0,vwc,norad,dwe,2013-01-28,True,True,,functional
enough,improved spring,gravity,2011.0,,soft,spring,1295.0,30.61260683,-3.57759684,135.0,vwc,cocern,twesa,2013-02-04,False,True,,functional
seasonal,other,other,,never pay,soft,shallow well,,33.37517503,-3.80946146,,wug,tasaf,tasaf,2012-11-03,False,True,,non functional
insufficient,communal standpipe multiple,gravity,2002.0,pay per bucket,soft,river,1506.0,35.68424057,-3.33778793,1500.0,vwc,private individual,dmdd,2013-02-04,True,True,10.0,functional
enough,other,other,2006.0,never pay,soft,shallow well,-22.0,38.77439024,-6.03771541,600.0,vwc,doner and com,do,2011-03-05,True,True,,non functional
insufficient,communal standpipe,gravity,1990.0,never pay,soft,spring,1783.0,36.63062667,-3.24972354,150.0,vwc,world vision,dwe,2013-03-25,True,True,,functional
,other,other,2008.0,,,shallow well,1209.0,33.59199849,-2.1294778,300.0,wug,lvemp,dwe,2013-01-16,False,,,non functional
insufficient,communal standpipe,submersible,2005.0,pay monthly,soft,machine dbh,261.0,36.68166778,-8.12933815,50.0,vwc,ifakara,ifakara,2011-03-18,True,True,6000.0,non functional
enough,hand pump,handpump,2006.0,never pay,soft,machine dbh,1637.0,35.99437771,-7.90228174,100.0,vwc,kkkt,kkkt,2011-02-22,True,True,,non functional
seasonal,communal standpipe,gravity,,,soft,rainwater harvesting,,33.85007671,-3.85779734,,wug,adb,dw e,2012-10-11,False,True,,functional
enough,communal standpipe,submersible,,pay per bucket,soft,machine dbh,-24.0,39.74151864,-7.96856696,1.0,vwc,,,2011-02-21,False,True,30.0,functional
insufficient,communal standpipe,submersible,2004.0,pay per bucket,soft,machine dbh,1592.0,35.54935451,-4.41414931,731.0,vwc,adra,adra,2013-02-20,True,True,20.0,functional
insufficient,hand pump,handpump,,pay per bucket,soft,shallow well,,36.38297409,-6.70454392,,private operator,cmsr,gover,2011-03-18,True,True,,functional
enough,communal standpipe,submersible,,never pay,salty,machine dbh,,35.89178731,-6.05650946,,other,jwtz,jwtz,2011-04-11,False,True,,functional
insufficient,communal standpipe,gravity,2004.0,pay monthly,soft,spring,,38.79956996,-4.86699298,50.0,private operator,mkinga distric cou,dwe,2011-03-16,True,True,1000.0,functional
enough,communal standpipe,gravity,,never pay,soft,spring,,33.58692672,-9.16953522,,vwc,,,2011-07-23,,True,,functional
insufficient,improved spring,gravity,,never pay,soft,spring,,31.85786444,-1.26944586,,vwc,hesawa,kaemp,2011-07-31,True,True,,non functional
insufficient,hand pump,handpump,1981.0,never pay,salty,shallow well,352.0,38.92122673,-10.17211177,600.0,vwc,fini water,fini water,2013-01-26,False,True,,functional
insufficient,communal standpipe,gravity,1980.0,pay monthly,soft,spring,1669.0,37.58698559,-3.22519874,1.0,company,government of tanzania,district council,2013-03-02,True,True,,non functional
enough,communal standpipe,submersible,2005.0,never pay,soft,machine dbh,959.0,37.21542199,-3.34906699,250.0,private operator,wajerumani,wajerumani,2013-03-19,False,True,,non functional
insufficient,communal standpipe,gravity,2009.0,pay per bucket,soft,river,1071.0,36.94820569,-3.38347958,130.0,water board,cafod,cbhcc,2013-02-03,True,True,10.0,functional
enough,communal standpipe,gravity,2007.0,pay per bucket,soft,river,1031.0,37.28356499,-3.3020827000000006,75.0,water board,ces (gmbh),dwe,2013-03-30,True,True,5.0,functional
enough,hand pump,handpump,,never pay,soft,shallow well,,33.1411974,-2.843128,,vwc,,,2011-08-10,True,,,functional
enough,hand pump,handpump,,never pay,soft,shallow well,,,-2e-08,,wug,rwssp,dwe,2012-10-22,False,True,,functional
enough,communal standpipe,gravity,2004.0,never pay,soft,spring,396.0,38.38989425,-4.5017179,1.0,vwc,government of tanzania,dwe,2011-03-06,True,True,,non functional
enough,hand pump,handpump,1988.0,never pay,soft,machine dbh,357.0,37.80027624,-10.90108895,1.0,vwc,danida,danida,2013-02-23,False,False,,functional needs repair
enough,communal standpipe,gravity,2002.0,,soft,spring,1652.0,36.82388778,-3.30640423,98.0,vwc,adra,adra /community,2013-03-28,True,True,,functional
enough,communal standpipe,submersible,2010.0,pay per bucket,soft,machine dbh,12.0,39.19396164,-6.91463365,40.0,private operator,0,0,2013-03-22,False,,50.0,functional
enough,cattle trough,gravity,2005.0,pay when scheme fails,soft,machine dbh,1401.0,36.71746738,-2.53348314,6000.0,wug,adb,jandu plumber co,2013-03-15,,True,,functional
enough,communal standpipe,gravity,2010.0,pay annually,soft,river,1501.0,37.90162762,-4.13715894,120.0,private operator,kkkt church,kkkt church,2013-03-14,True,True,1000.0,functional
enough,communal standpipe,gravity,2005.0,never pay,soft,river,1430.0,34.813316,-8.74391141,35.0,vwc,unicef,dwe,2011-03-19,False,True,,functional
enough,communal standpipe multiple,gravity,2002.0,pay monthly,soft,river,1368.0,30.19225234,-4.24963559,300.0,water board,red cross,red cross,2013-02-13,True,True,250.0,functional
seasonal,communal standpipe,gravity,,pay annually,soft,river,,34.86223651,-8.15201786,,wua,,,2011-03-30,True,True,,functional
insufficient,communal standpipe,submersible,2007.0,pay monthly,soft,machine dbh,214.0,36.68008325,-8.14543424,100.0,,plan int,dwe,2011-03-19,True,True,500.0,functional
seasonal,other,other,,never pay,soft,rainwater harvesting,,33.35335146,-3.48862522,,parastatal,aict,aict,2012-10-05,False,True,,non functional
dry,communal standpipe,gravity,2011.0,pay monthly,soft,spring,751.0,35.46921609,-7.51270823,1.0,vwc,anglican church,dwe,2011-03-11,True,True,300.0,non functional
enough,communal standpipe multiple,submersible,2012.0,,soft,machine dbh,934.0,36.91915544,-3.51450628,350.0,vwc,private individual,mama joela,2013-03-20,False,True,,functional
enough,other,gravity,,never pay,soft,spring,,30.46773252,-2.63436396,,vwc,jbg,jbg,2011-07-25,False,True,,functional
dry,other,motorpump,,never pay,soft,machine dbh,,35.83429351,-6.24233921,,vwc,government of tanzania,dwe,2011-04-04,False,True,,non functional
dry,other,other,1997.0,never pay,salty,shallow well,1199.0,33.42059253,-2.10420714,600.0,wug,african development foundation,african development foundation,2013-01-19,False,False,,non functional
insufficient,hand pump,handpump,,never pay,soft,shallow well,,33.27349751,-9.05064983,,wug,government of tanzania,district council,2011-04-15,False,False,,non functional
insufficient,other,other,,never pay,salty,shallow well,-12.0,38.85316283,-5.77924621,90.0,vwc,district council,dwe,2011-03-11,False,True,,non functional
enough,communal standpipe,gravity,2007.0,,soft,spring,1347.0,30.60563286,-3.94012392,140.0,vwc,danida,tcrs,2013-02-04,False,True,,functional
,communal standpipe,submersible,2010.0,,,machine dbh,1549.0,34.75521345,-5.00119652,1.0,vwc,,,2013-02-01,,True,,non functional
enough,hand pump,other,1985.0,never pay,soft,shallow well,1833.0,38.23768313,-4.539521400000001,1.0,vwc,government of tanzania,dwe,2011-03-09,True,True,,non functional
enough,hand pump,handpump,,pay when scheme fails,soft,machine dbh,,33.1923928,-4.01177835,,vwc,wateraid,dwe,2012-10-13,True,True,,functional
dry,hand pump,handpump,,never pay,soft,shallow well,,33.1385042,-4.85328364,,vwc,tlc/community,tlc/community,2012-11-05,True,True,,non functional
enough,communal standpipe multiple,gravity,,pay per bucket,soft,dam,,33.77423453,-3.17799146,,water authority,government of tanzania,government,2013-01-31,False,True,,non functional
enough,communal standpipe multiple,submersible,,pay per bucket,soft,machine dbh,912.0,36.95004511,-3.52699994,250.0,vwc,government of tanzania,rwe /community,2013-03-20,True,True,25.0,functional
enough,improved spring,gravity,1975.0,pay monthly,soft,spring,1257.0,37.63013094,-3.17108543,1.0,company,government of tanzania,district council,2013-02-19,True,True,,non functional
enough,communal standpipe,gravity,1995.0,pay monthly,soft,river,257.0,36.95868699,-7.6950402,120.0,vwc,dhv,dwe,2011-03-31,True,True,300.0,functional
enough,communal standpipe,gravity,2007.0,pay annually,soft,spring,2176.0,34.43907786,-9.18803694,30.0,vwc,district council,dwe,2011-04-04,True,True,1500.0,functional
,communal standpipe,other,,,soft,rainwater harvesting,,33.36497674,-3.94348642,,vwc,world vision,world visiin,2012-10-13,False,True,,functional
insufficient,other,other,2005.0,pay per bucket,salty,shallow well,320.0,38.68747016,-10.15056669,450.0,vwc,tasaf,tasaf,2013-01-28,False,True,50.0,non functional
enough,other,handpump,2010.0,pay per bucket,soft,spring,1113.0,36.72061279,-3.83917584,150.0,vwc,tasaf,tasaf,2013-02-19,True,True,25.0,non functional
insufficient,communal standpipe,gravity,2009.0,never pay,,river,277.0,36.69521631,-8.09011076,500.0,vwc,plan int,dwe,2011-03-19,True,True,,non functional
enough,communal standpipe,gravity,,pay monthly,soft,river,,31.54599684,-1.55759409,,vwc,hesawa,hesawa,2011-07-12,True,True,,functional
enough,other,other,,never pay,soft,shallow well,,32.99158132,-2.68211585,,vwc,hesawa,hesawa,2011-07-27,True,,,non functional
enough,hand pump,handpump,2010.0,,salty,machine dbh,930.0,36.87828745,-3.59942979,200.0,wug,shawasa,shawasa,2013-02-20,True,True,,non functional
enough,communal standpipe,gravity,,pay annually,soft,spring,,36.67938878,-6.30835336,,vwc,lvia,commu,2011-03-22,False,True,,functional
enough,communal standpipe multiple,gravity,2009.0,pay monthly,soft,river,833.0,29.68672688,-4.84468153,415.0,vwc,isf,dwe,2013-01-26,True,True,600.0,functional needs repair
insufficient,communal standpipe,submersible,2007.0,pay per bucket,salty,machine dbh,976.0,37.69516367,-3.99226346,210.0,vwc,isf/government,isf/government,2013-03-04,True,True,50.0,functional
insufficient,hand pump,handpump,,pay annually,soft,shallow well,,33.37613521,-2.96118388,,vwc,hifab,hesawa,2011-08-03,True,True,,functional
enough,hand pump,handpump,2007.0,never pay,salty,shallow well,294.0,37.02613674,-7.63770289,150.0,other,is,is,2011-03-22,True,,,non functional
enough,communal standpipe,gravity,2012.0,,soft,spring,1399.0,36.92310235,-3.24335346,96.0,water board,oikos e .africa/european union,oikos e .africa,2013-03-26,True,True,,functional
enough,hand pump,handpump,2004.0,never pay,salty,shallow well,376.0,37.9036526,-6.82117488,200.0,vwc,elct,elct,2011-02-24,True,True,,functional
enough,other,other,2011.0,never pay,soft,machine dbh,1477.0,36.44509883,-5.22789346,1.0,vwc,world bank,government,2013-03-04,True,True,,non functional
seasonal,communal standpipe,motorpump,1974.0,other,soft,machine dbh,-8.0,38.75664095,-7.88685922,1.0,vwc,dwe,dwe,2011-02-26,True,True,300.0,functional
enough,hand pump,handpump,,never pay,soft,shallow well,,33.46661006,-2.87219838,,vwc,hifab,hesawa,2011-08-07,True,True,,functional
enough,communal standpipe,gravity,1984.0,pay monthly,soft,river,1293.0,30.06363081,-4.66182647,240.0,water board,norad,norad,2013-01-25,True,True,250.0,non functional
dry,communal standpipe multiple,gravity,1994.0,pay when scheme fails,soft,river,1316.0,35.26680089,-9.83257366,,vwc,cdtf,dwe,2013-02-24,True,True,,non functional
enough,communal standpipe,gravity,1995.0,,soft,spring,1427.0,34.90692313,-11.16777762,86.0,vwc,danida,danida,2013-03-13,True,,,functional
dry,communal standpipe multiple,gravity,1985.0,never pay,soft,spring,467.0,38.94384331,-10.68136782,1.0,vwc,lga,lga,2013-02-14,True,True,,non functional
enough,communal standpipe multiple,gravity,1976.0,pay monthly,soft,river,1111.0,29.97099551,-4.84211813,600.0,water board,government of tanzania,government,2013-01-29,True,True,250.0,non functional
enough,communal standpipe,submersible,2000.0,pay per bucket,salty abandoned,machine dbh,67.0,39.13329502,-6.91404008,120.0,wug,0,0,2013-03-18,False,True,20.0,non functional
insufficient,hand pump,handpump,,never pay,soft,shallow well,,32.50714147,-5.11189762,,vwc,district council,district council,2012-10-17,True,True,,non functional
enough,hand pump,handpump,,pay when scheme fails,soft,shallow well,,33.70593205,-3.08764537,,wug,netherlands,dwe,2012-10-06,False,True,,functional
enough,communal standpipe,gravity,1967.0,never pay,soft,spring,1388.0,36.86559137,-6.29147973,540.0,vwc,go,go,2011-03-10,True,True,,functional
insufficient,communal standpipe multiple,gravity,1985.0,pay per bucket,soft,spring,562.0,39.30491276,-10.82482786,1300.0,vwc,mws,mws,2013-01-26,False,True,20.0,non functional
enough,communal standpipe,gravity,2009.0,pay monthly,soft,spring,1596.0,38.23486393,-4.4733551,1.0,vwc,government of tanzania,dwe,2011-03-08,True,True,500.0,functional
enough,improved spring,gravity,,never pay,soft,spring,,31.3752913,-2.58605575,,vwc,kaemp,dwe,2011-07-09,True,True,,functional
insufficient,communal standpipe multiple,submersible,2011.0,pay per bucket,soft,machine dbh,1278.0,34.83566989,-5.74910793,450.0,vwc,idara ya maji,idara ya maji,2013-02-15,False,False,25.0,functional
enough,communal standpipe,gravity,2007.0,pay monthly,soft,river,658.0,36.79597646,-7.19444607,250.0,vwc,st,st,2011-03-22,True,True,200.0,functional
enough,communal standpipe,gravity,,never pay,soft,spring,,31.0675628,-3.14805313,,vwc,hesawa,dwe,2011-07-14,True,True,,functional
dry,communal standpipe,gravity,,never pay,soft,spring,,30.58139177,-2.43142253,,vwc,hesawa,hesawa,2011-07-29,False,True,,non functional
dry,communal standpipe,motorpump,,,soft,machine dbh,,36.16799824,-5.69273597,,vwc,government of tanzania,gover,2011-03-23,True,True,,non functional
enough,hand pump,handpump,1976.0,pay monthly,soft,shallow well,438.0,37.12961161,-6.68662987,130.0,vwc,po,po,2011-04-21,True,True,200.0,functional
insufficient,hand pump,handpump,1997.0,never pay,soft,shallow well,1151.0,32.87442063,-2.04883778,300.0,vwc,hesawa,dwe,2011-07-24,True,True,,functional
dry,other,other,,,soft,shallow well,,,-2e-08,,wug,rwssp,dwe,2013-01-17,False,,,non functional
enough,improved spring,gravity,,never pay,soft,spring,,31.57405145,-1.61459173,,vwc,he,he,2011-08-03,True,True,,functional
enough,communal standpipe,gravity,,never pay,soft,spring,,31.17081126,-2.89352878,,vwc,kaemp,dwe,2011-07-13,True,True,,non functional
insufficient,other,other,,,milky,shallow well,,32.47555094,-3.31209744,,wug,bulyahunlu gold mine,dwe,2013-01-17,True,True,,non functional
insufficient,other,other,,,salty,shallow well,,31.88902601,-3.46932445,,wug,rural water supply and sanitat,dwe,2012-10-03,True,True,,non functional
dry,communal standpipe multiple,gravity,1972.0,,soft,lake,1286.0,33.82893299,-1.96682375,250.0,vwc,ministry of water,ministry of water,2012-11-06,True,True,,non functional
insufficient,communal standpipe,motorpump,,never pay,soft,river,,31.70009005,-1.2139855,,vwc,government of tanzania,rwe,2011-07-13,True,True,,non functional
